10_cell_neg_1	1	0.001
10_cell_neg_2	1	0.001
10_cell_neg_3	1	0.001
10_cell_neg_4	1	0.25
10_cell_neg_5	1	0.75
10_cell_neg_6	1	0.16666666666666666
10_cell_neg_7	1	0.20833333333333331
10_cell_neg_8	1	0.001
10_cell_neg_9	1	0.1875
10_cell_neg_10	1	0.25
10_cell_neg_11	1	0.375
10_cell_neg_12	1	0.2916666666666667
10_cell_neg_13	1	0.001
10_cell_neg_14	1	0.375
10_cell_neg_15	1	0.125
10_cell_neg_16	1	0.125
10_cell_neg_17	1	0.375
10_cell_neg_18	1	0.001
10_cell_neg_19	1	0.625
10_cell_neg_20	1	0.001
10_cell_neg_21	1	0.125
10_cell_neg_22	1	0.375
10_cell_neg_23	1	0.375
10_cell_neg_24	1	0.125
10_cell_neg_25	1	0.001
10_cell_neg_26	1	0.4166666666666667
10_cell_neg_27	1	0.625
10_cell_neg_28	1	0.3333333333333333
10_cell_neg_29	1	0.125
10_cell_neg_30	1	0.1875
10_cell_neg_31	1	0.375
10_cell_neg_32	1	0.125
10_cell_neg_33	1	0.001
10_cell_neg_34	1	0.125
10_cell_neg_35	1	0.625
10_cell_neg_36	1	0.1875
10_cell_neg_37	1	0.3125
10_cell_neg_38	1	0.125
10_cell_neg_39	1	0.001
10_cell_neg_40	1	0.001
10_cell_neg_41	1	0.375
10_cell_neg_42	1	0.125
6_cell_neg_1	1	0.16666666666666666
6_cell_neg_2	1	0.125
6_cell_neg_3	1	0.25
6_cell_neg_4	1	0.001
6_cell_neg_5	1	0.625
6_cell_neg_6	1	0.001
6_cell_neg_7	1	0.001
6_cell_neg_8	1	0.001
6_cell_neg_9	1	0.3125
6_cell_neg_10	1	0.375
6_cell_neg_11	1	0.001
6_cell_neg_12	1	0.375
6_cell_neg_13	1	0.25
6_cell_neg_14	1	0.001
6_cell_neg_15	1	0.001
6_cell_neg_16	1	0.001
6_cell_neg_17	1	0.001
6_cell_neg_18	1	0.375
6_cell_neg_19	1	0.001
6_cell_neg_20	1	0.375
6_cell_neg_21	1	0.001
6_cell_neg_22	1	0.001
6_cell_neg_23	1	0.3125
6_cell_neg_24	1	0.001
6_cell_neg_25	1	0.001
6_cell_neg_26	1	0.001
6_cell_neg_27	1	0.001
6_cell_neg_28	1	0.25
6_cell_neg_29	1	0.001
6_cell_neg_30	1	0.001
6_cell_neg_31	1	0.001
6_cell_neg_32	1	0.001
6_cell_neg_33	1	0.001
6_cell_neg_34	1	0.001
6_cell_neg_35	1	0.625
6_cell_neg_36	1	0.001
6_cell_neg_37	1	0.25
6_cell_neg_38	1	0.001
6_cell_neg_39	1	0.375
6_cell_neg_40	1	0.001
6_cell_neg_41	1	0.25
6_cell_neg_42	1	0.25
6_cell_neg_43	1	0.25
6_cell_neg_44	1	0.5625
6_cell_neg_45	1	0.25
6_cell_neg_46	1	0.25
6_cell_neg_47	1	0.001
6_cell_neg_48	1	0.375
6_cell_neg_49	1	0.125
6_cell_neg_50	1	0.375
6_cell_neg_51	1	0.125
6_cell_neg_52	1	0.001
6_cell_neg_53	1	0.125
6_cell_neg_54	1	0.25
6_cell_neg_55	1	0.001
6_cell_neg_56	1	0.001
6_cell_neg_57	1	0.001
6_cell_neg_58	1	0.001
6_cell_neg_59	1	0.001
6_cell_neg_60	1	0.1875
6_cell_neg_61	1	0.001
6_cell_neg_62	1	0.001
6_cell_neg_63	1	0.125
6_cell_neg_64	1	0.001
6_cell_neg_65	1	0.001
6_cell_neg_66	1	0.40625
6_cell_neg_67	1	0.5
6_cell_neg_68	1	0.125
6_cell_neg_69	1	0.28125
6_cell_neg_70	1	0.125
6_cell_neg_71	1	0.001
6_cell_neg_72	1	0.001
6_cell_neg_73	1	0.001
14_cell_pos_1	1	0.625
14_cell_pos_2	1	0.4583333333333333
14_cell_pos_3	1	0.1875
14_cell_pos_4	1	0.25
14_cell_pos_5	1	0.25
14_cell_pos_6	1	0.001
14_cell_pos_7	1	0.001
14_cell_pos_8	1	0.25
14_cell_pos_9	1	0.125
14_cell_pos_10	1	0.001
14_cell_pos_11	1	0.125
14_cell_pos_12	1	0.125
14_cell_pos_13	1	0.25
14_cell_pos_14	1	0.001
14_cell_pos_15	1	0.25
14_cell_pos_16	1	0.001
14_cell_pos_17	1	0.125
14_cell_pos_18	1	0.001
14_cell_pos_19	1	0.001
14_cell_pos_20	1	0.001
14_cell_pos_21	1	0.375
14_cell_pos_22	1	0.125
14_cell_pos_23	1	0.001
14_cell_pos_24	1	0.001
14_cell_pos_25	1	0.001
14_cell_pos_26	1	0.125
14_cell_pos_27	1	0.1875
14_cell_pos_28	1	0.25
14_cell_pos_29	1	0.001
14_cell_pos_30	1	0.001
14_cell_pos_31	1	0.3125
14_cell_pos_32	1	0.125
14_cell_pos_33	1	0.001
14_cell_pos_34	1	0.001
14_cell_pos_35	1	0.001
14_cell_pos_36	1	0.125
14_cell_pos_37	1	0.125
14_cell_pos_38	1	0.125
14_cell_pos_39	1	0.21875
14_cell_pos_40	1	0.001
14_cell_pos_41	1	0.125
14_cell_pos_42	1	0.001
14_cell_pos_43	1	0.001
14_cell_pos_44	1	0.001
14_cell_pos_45	1	0.34375
14_cell_pos_46	1	0.125
14_cell_pos_47	1	0.001
14_cell_pos_48	1	0.001
14_cell_pos_49	1	0.001
14_cell_pos_50	1	0.28125
14_cell_pos_51	1	0.125
14_cell_pos_52	1	0.001
14_cell_pos_53	1	0.1875
14_cell_pos_54	1	0.125
14_cell_pos_55	1	0.125
14_cell_pos_56	1	0.375
14_cell_pos_57	1	0.125
14_cell_pos_58	1	0.625
14_cell_pos_59	1	0.1875
14_cell_pos_60	1	0.25
14_cell_pos_61	1	0.001
14_cell_pos_62	1	0.001
14_cell_pos_63	1	0.125
14_cell_pos_64	1	0.4375
14_cell_pos_65	1	0.001
14_cell_pos_66	1	0.001
14_cell_pos_67	1	0.375
14_cell_pos_68	1	0.125
14_cell_pos_69	1	0.125
14_cell_pos_70	1	0.3333333333333333
14_cell_pos_71	1	0.125
14_cell_pos_72	1	0.001
14_cell_pos_73	1	0.375
14_cell_pos_74	1	0.125
14_cell_pos_75	1	0.625
14_cell_pos_76	1	0.001
14_cell_pos_77	1	0.001
14_cell_pos_78	1	0.3125
14_cell_pos_79	1	0.001
14_cell_pos_80	1	0.001
14_cell_pos_81	1	0.25
2_cell_pos_1	1	0.1875
2_cell_pos_2	1	0.001
2_cell_pos_3	1	0.625
2_cell_pos_4	1	0.1875
2_cell_pos_5	1	0.001
2_cell_pos_6	1	0.5
2_cell_pos_7	1	0.001
2_cell_pos_8	1	0.001
2_cell_pos_9	1	0.001
2_cell_pos_10	1	0.625
2_cell_pos_11	1	0.001
2_cell_pos_12	1	0.001
2_cell_pos_13	1	0.001
2_cell_pos_14	1	0.001
2_cell_pos_15	1	0.001
2_cell_pos_16	1	0.001
2_cell_pos_17	1	0.625
2_cell_pos_18	1	0.001
2_cell_pos_19	1	0.001
2_cell_pos_20	1	0.001
2_cell_pos_21	1	0.001
2_cell_pos_22	1	0.001
2_cell_pos_23	1	0.25
2_cell_pos_24	1	0.001
2_cell_pos_25	1	0.001
2_cell_pos_26	1	0.001
2_cell_pos_27	1	0.001
2_cell_pos_28	1	0.001
2_cell_pos_29	1	0.25
2_cell_pos_30	1	0.125
2_cell_pos_31	1	0.001
2_cell_pos_32	1	0.125
2_cell_pos_33	1	0.001
2_cell_pos_34	1	0.001
2_cell_pos_35	1	0.125
2_cell_pos_36	1	0.45
2_cell_pos_37	1	0.001
2_cell_pos_38	1	0.4375
2_cell_pos_39	1	0.001
2_cell_pos_40	1	0.001
2_cell_pos_41	1	0.001
2_cell_pos_42	1	0.001
2_cell_pos_43	1	0.001
2_cell_pos_44	1	0.25
2_cell_pos_45	1	0.001
2_cell_pos_46	1	0.75
2_cell_pos_47	1	0.001
2_cell_pos_48	1	0.001
2_cell_pos_49	1	0.25
2_cell_pos_50	1	0.125
2_cell_pos_51	1	0.125
2_cell_pos_52	1	0.375
2_cell_pos_53	1	0.625
2_cell_pos_54	1	0.001
2_cell_pos_55	1	0.001
2_cell_pos_56	1	0.001
2_cell_pos_57	1	0.25
2_cell_pos_58	1	0.20833333333333331
2_cell_pos_59	1	0.75
2_cell_pos_60	1	0.001
2_cell_pos_61	1	0.375
2_cell_pos_62	1	0.25
2_cell_pos_63	1	0.001
2_cell_pos_64	1	0.125
2_cell_pos_65	1	0.001
2_cell_pos_66	1	0.625
2_cell_pos_67	1	0.001
2_cell_pos_68	1	0.125
2_cell_pos_69	1	0.001
2_cell_pos_70	1	0.001
2_cell_pos_71	1	0.001
2_cell_pos_72	1	0.375
2_cell_pos_73	1	0.001
2_cell_pos_74	1	0.625
2_cell_pos_75	1	0.16666666666666666
2_cell_pos_76	1	0.125
2_cell_pos_77	1	0.25
2_cell_pos_78	1	0.25
2_cell_pos_79	1	0.001
2_cell_pos_80	1	0.001
2_cell_pos_81	1	0.4375
2_cell_pos_82	1	0.001
2_cell_pos_83	1	0.25
2_cell_pos_84	1	0.475
2_cell_pos_85	1	0.001
2_cell_pos_86	1	0.001
2_cell_pos_87	1	0.001
2_cell_pos_88	1	0.5625
2_cell_pos_89	1	0.001
2_cell_pos_90	1	0.001
2_cell_pos_91	1	0.125
2_cell_pos_92	1	0.625
2_cell_pos_93	1	0.375
2_cell_pos_94	1	0.125
2_cell_pos_95	1	0.001
2_cell_pos_96	1	0.001
2_cell_pos_97	1	0.001
2_cell_pos_98	1	0.3333333333333333
2_cell_pos_99	1	0.001
2_cell_pos_100	1	0.001
2_cell_pos_101	1	0.125
2_cell_pos_102	1	0.001
2_cell_pos_103	1	0.25
2_cell_pos_104	1	0.001
2_cell_pos_105	1	0.1875
2_cell_pos_106	1	0.001
2_cell_pos_107	1	0.375
2_cell_pos_108	1	0.125
2_cell_pos_109	1	0.001
2_cell_pos_110	1	0.001
2_cell_pos_111	1	0.4375
2_cell_pos_112	1	0.1875
2_cell_pos_113	1	0.2916666666666667
2_cell_pos_114	1	0.001
2_cell_pos_115	1	0.001
2_cell_pos_116	1	0.625
2_cell_pos_117	1	0.001
2_cell_pos_118	1	0.001
2_cell_pos_119	1	0.001
2_cell_pos_120	1	0.001
2_cell_pos_121	1	0.125
2_cell_pos_122	1	0.375
2_cell_pos_123	1	0.001
2_cell_pos_124	1	0.001
2_cell_pos_125	1	0.001
2_cell_pos_126	1	0.3125
2_cell_pos_127	1	0.125
2_cell_pos_128	1	0.001
2_cell_pos_129	1	0.375
2_cell_pos_130	1	0.001
2_cell_pos_131	1	0.125
2_cell_pos_132	1	0.001
2_cell_pos_133	1	0.375
2_cell_pos_134	1	0.25
2_cell_pos_135	1	0.001
2_cell_pos_136	1	0.25
2_cell_pos_137	1	0.25
2_cell_pos_138	1	0.1875
2_cell_pos_139	1	0.001
2_cell_pos_140	1	0.001
2_cell_pos_141	1	0.4375
2_cell_pos_142	1	0.4375
2_cell_pos_143	1	0.125
13_gourmet_neg_1	1	0.125
13_gourmet_neg_2	1	0.001
13_gourmet_neg_3	1	0.001
13_gourmet_neg_4	1	0.125
13_gourmet_neg_5	1	0.625
13_gourmet_neg_6	1	0.001
13_gourmet_neg_7	1	0.25
13_gourmet_neg_8	1	0.001
13_gourmet_neg_9	1	0.001
13_gourmet_neg_10	1	0.001
13_gourmet_neg_11	1	0.25
13_gourmet_neg_12	1	0.001
13_gourmet_neg_13	1	0.1875
13_gourmet_neg_14	1	0.5625
13_gourmet_neg_15	1	0.001
13_gourmet_neg_16	1	0.001
13_gourmet_neg_17	1	0.5
13_gourmet_neg_18	1	0.3125
13_gourmet_neg_19	1	0.001
13_gourmet_neg_20	1	0.125
13_gourmet_neg_21	1	0.001
13_gourmet_neg_22	1	0.001
7_gourmet_neg_1	1	0.275
7_gourmet_neg_2	1	0.53125
7_gourmet_neg_3	1	0.4375
7_gourmet_neg_4	1	0.125
7_gourmet_neg_5	1	0.5
7_gourmet_neg_6	1	0.001
7_gourmet_neg_7	1	0.001
7_gourmet_neg_8	1	0.3125
7_gourmet_neg_9	1	0.001
7_gourmet_neg_10	1	0.125
7_gourmet_neg_11	1	0.25
7_gourmet_neg_12	1	0.375
7_gourmet_neg_13	1	0.001
7_gourmet_neg_14	1	0.001
7_gourmet_neg_15	1	0.001
7_gourmet_neg_16	1	0.001
7_gourmet_neg_17	1	0.001
7_gourmet_neg_18	1	0.001
7_gourmet_neg_19	1	0.375
7_gourmet_neg_20	1	0.001
7_gourmet_neg_21	1	0.375
7_gourmet_neg_22	1	0.001
7_gourmet_neg_23	1	0.25
13_gourmet_pos_1	1	0.1875
13_gourmet_pos_2	1	0.125
13_gourmet_pos_3	1	0.001
13_gourmet_pos_4	1	0.5
13_gourmet_pos_5	1	0.125
13_gourmet_pos_6	1	0.001
13_gourmet_pos_7	1	0.001
13_gourmet_pos_8	1	0.001
13_gourmet_pos_9	1	0.125
13_gourmet_pos_10	1	0.001
13_gourmet_pos_11	1	0.625
13_gourmet_pos_12	1	0.001
13_gourmet_pos_13	1	0.001
13_gourmet_pos_14	1	0.625
13_gourmet_pos_15	1	0.75
13_gourmet_pos_16	1	0.4375
13_gourmet_pos_17	1	0.375
13_gourmet_pos_18	1	0.1875
13_gourmet_pos_19	1	0.125
13_gourmet_pos_20	1	0.125
13_gourmet_pos_21	1	0.3125
13_gourmet_pos_22	1	0.25
13_gourmet_pos_23	1	0.16666666666666666
13_gourmet_pos_24	1	0.4583333333333333
13_gourmet_pos_25	1	0.001
13_gourmet_pos_26	1	0.125
13_gourmet_pos_27	1	0.25
13_gourmet_pos_28	1	0.125
13_gourmet_pos_29	1	0.001
13_gourmet_pos_30	1	0.25
13_gourmet_pos_31	1	0.001
13_gourmet_pos_32	1	0.5
13_gourmet_pos_33	1	0.4166666666666667
13_gourmet_pos_34	1	0.25
13_gourmet_pos_35	1	0.001
13_gourmet_pos_36	1	0.25
13_gourmet_pos_37	1	0.001
13_gourmet_pos_38	1	0.1875
13_gourmet_pos_39	1	0.25
13_gourmet_pos_40	1	0.001
13_gourmet_pos_41	1	0.001
13_gourmet_pos_42	1	0.001
13_gourmet_pos_43	1	0.001
13_gourmet_pos_44	1	0.001
13_gourmet_pos_45	1	0.125
13_gourmet_pos_46	1	0.25
13_gourmet_pos_47	1	0.25
14_gourmet_pos_1	1	0.125
14_gourmet_pos_2	1	0.5416666666666666
14_gourmet_pos_3	1	0.1875
14_gourmet_pos_4	1	0.125
14_gourmet_pos_5	1	0.125
14_gourmet_pos_6	1	0.125
14_gourmet_pos_7	1	0.001
14_gourmet_pos_8	1	0.001
14_gourmet_pos_9	1	0.001
14_gourmet_pos_10	1	0.25
14_gourmet_pos_11	1	0.125
14_gourmet_pos_12	1	0.001
14_gourmet_pos_13	1	0.001
14_gourmet_pos_14	1	0.001
14_gourmet_pos_15	1	0.125
14_gourmet_pos_16	1	0.125
14_gourmet_pos_17	1	0.001
14_gourmet_pos_18	1	0.75
14_gourmet_pos_19	1	0.001
14_gourmet_pos_20	1	0.001
14_gourmet_pos_21	1	0.125
14_gourmet_pos_22	1	0.001
14_gourmet_pos_23	1	0.125
14_gourmet_pos_24	1	0.25
14_gourmet_pos_25	1	0.001
14_gourmet_pos_26	1	0.375
14_gourmet_pos_27	1	0.001
14_gourmet_pos_28	1	0.001
14_gourmet_pos_29	1	0.125
14_gourmet_pos_30	1	0.125
14_gourmet_pos_31	1	0.125
14_gourmet_pos_32	1	0.001
14_gourmet_pos_33	1	0.001
14_gourmet_pos_34	1	0.001
14_gourmet_pos_35	1	0.001
14_gourmet_pos_36	1	0.5
14_gourmet_pos_37	1	0.001
14_gourmet_pos_38	1	0.001
14_gourmet_pos_39	1	0.001
14_gourmet_pos_40	1	0.375
14_gourmet_pos_41	1	0.125
