8_kitchen_pos_1	positive	False	8_kitchen_pos_0	I have the black Fusion in my home office
8_kitchen_pos_2	positive	False	8_kitchen_pos_1	-LRB-
8_kitchen_pos_3	positive	False	8_kitchen_pos_2	which is next to a basement-level theater room -RRB- ,
8_kitchen_pos_4	positive	False	8_kitchen_pos_3	and my wife
8_kitchen_pos_5	positive	False	8_kitchen_pos_4	and I already love this machine .
8_kitchen_pos_6	positive	False	8_kitchen_pos_5	We have tried all sorts of mixes , and we ` ve only scratched the surface of what this machine can do .
8_kitchen_pos_7	positive	False	8_kitchen_pos_6	This is one of the first times
8_kitchen_pos_8	positive	False	8_kitchen_pos_7	I ` ve been so impressed with a product that I wanted to write a review for it .
8_kitchen_pos_9	positive	False	8_kitchen_pos_8	Physical properties :
8_kitchen_pos_10	positive	False	8_kitchen_pos_9	It handles travel mugs
8_kitchen_pos_11	positive	False	8_kitchen_pos_10	-LRB- if you remove the drip tray ,
8_kitchen_pos_12	positive	False	8_kitchen_pos_11	which is largely unneeded anyway -RRB- ,
8_kitchen_pos_13	positive	False	8_kitchen_pos_12	"and all our "" standard "" mugs ."
8_kitchen_pos_14	positive	False	8_kitchen_pos_13	The drink head moves up and down , so it can sit flush against the rim of your mug
8_kitchen_pos_15	positive	False	8_kitchen_pos_14	to cut down on the already rare splashbacks
8_kitchen_pos_16	positive	False	8_kitchen_pos_15	"-LRB- more common with "" frothy """
8_kitchen_pos_17	positive	False	8_kitchen_pos_16	drinks than coffee and tea -RRB- .
8_kitchen_pos_18	positive	False	8_kitchen_pos_17	When it brews a filterpack ,
8_kitchen_pos_19	positive	False	8_kitchen_pos_18	it blows air through at the end of the cycle
8_kitchen_pos_20	positive	False	8_kitchen_pos_19	to clear it out
8_kitchen_pos_21	positive	False	8_kitchen_pos_20	-LRB- and , thus , keep it from dripping
8_kitchen_pos_22	positive	False	8_kitchen_pos_21	as you remove it -RRB- .
8_kitchen_pos_23	negative	False	8_kitchen_pos_22	The water tank could be larger
8_kitchen_pos_24	positive	False	8_kitchen_pos_23	-LRB- if only because we ` re so enamored with it that we keep
8_kitchen_pos_25	positive	False	8_kitchen_pos_24	making drinks all day long -RRB- ,
8_kitchen_pos_26	positive	False	8_kitchen_pos_25	but if you have a ready source of water nearby ,
8_kitchen_pos_27	positive	False	8_kitchen_pos_26	it should n't be a problem .
8_kitchen_pos_28	positive	False	8_kitchen_pos_27	The tank fits better
8_kitchen_pos_29	positive	False	8_kitchen_pos_28	and slides on easier than the Senseo
8_kitchen_pos_30	positive	False	8_kitchen_pos_29	-LRB-
8_kitchen_pos_31	positive	False	8_kitchen_pos_30	which we also have -RRB- .
8_kitchen_pos_32	positive	False	8_kitchen_pos_31	Flavor-wise :
8_kitchen_pos_33	positive	False	8_kitchen_pos_32	It 's made by M&M \/ Mars , so
8_kitchen_pos_34	positive	False	8_kitchen_pos_33	you can bet that the sweeter drinks
8_kitchen_pos_35	positive	False	8_kitchen_pos_34	-LRB- the so-called Indulgence fare -RRB- is excellent .
8_kitchen_pos_36	positive	False	8_kitchen_pos_35	"Coffee blends are quite good , especially the darker roasts like "" French Roast """
8_kitchen_pos_37	positive	False	8_kitchen_pos_36	"and "" Sumatra "" ."
8_kitchen_pos_38	positive	False	8_kitchen_pos_37	Lattes made with Espresso Roast taste similar to Starbucks , moreso than other chains .
8_kitchen_pos_39	positive	False	8_kitchen_pos_38	Clean-up :
8_kitchen_pos_40	positive	False	8_kitchen_pos_39	Wipe the inside of the drink head , and possibly the front of the plastic column
8_kitchen_pos_41	positive	False	8_kitchen_pos_40	-LRB- the colored portion -RRB-
8_kitchen_pos_42	positive	False	8_kitchen_pos_41	"after any particularly "" splashy """
8_kitchen_pos_43	positive	False	8_kitchen_pos_42	drinks .
8_kitchen_pos_44	positive	False	8_kitchen_pos_43	No need
8_kitchen_pos_45	positive	False	8_kitchen_pos_44	to worry about cleaning up the area around the machine , especially if you keep the drink head on the rim of your mug .
8_kitchen_pos_46	negative	False	8_kitchen_pos_45	Of course ,
8_kitchen_pos_47	negative	False	8_kitchen_pos_46	you ca n't watch its magic
8_kitchen_pos_48	negative	False	8_kitchen_pos_47	when the drink head is that low ,
8_kitchen_pos_49	negative	False	8_kitchen_pos_48	so your first few times ,
8_kitchen_pos_50	negative	False	8_kitchen_pos_49	you ` ll probably get a drip here
8_kitchen_pos_51	negative	False	8_kitchen_pos_50	and there .
8_kitchen_pos_52	positive	False	8_kitchen_pos_51	Final bits :
8_kitchen_pos_53	positive	False	8_kitchen_pos_52	We ` ve had the Senseo since its launch .
8_kitchen_pos_54	negative	False	8_kitchen_pos_53	Between pods
8_kitchen_pos_55	negative	False	8_kitchen_pos_54	"that need "" pre-wetting """
8_kitchen_pos_56	negative	False	8_kitchen_pos_55	to avoid
8_kitchen_pos_57	negative	False	8_kitchen_pos_56	blowing past the seal of the portafilter to the not-so-great varieties of drinks ,
8_kitchen_pos_58	negative	False	8_kitchen_pos_57	the Senseo is lagging behind the Flavia .
8_kitchen_pos_59	positive	False	8_kitchen_pos_58	"We drink coffee , tea , espresso drinks , mixed blends , and sweet-tooth-friendly "" indulgence "" mixes every day with the Flavia ,"
8_kitchen_pos_60	positive	False	8_kitchen_pos_59	and it 's brain-dead-easy to use .
8_kitchen_pos_61	positive	False	8_kitchen_pos_60	Certainly easier to clean up after , too !
8_kitchen_pos_62	positive	False	8_kitchen_pos_61	If you ` re on the fence between the Flavia and other single-cup offerings
8_kitchen_pos_63	positive	False	8_kitchen_pos_62	-LRB- like Senseo -RRB- ,
