18_gourmet_neg_1	negative
18_gourmet_neg_2	negative
18_gourmet_neg_3	negative
18_gourmet_neg_4	negative
18_gourmet_neg_5	negative
18_gourmet_neg_6	negative
18_gourmet_neg_7	negative
18_gourmet_neg_8	negative
18_gourmet_neg_9	negative
18_gourmet_neg_10	negative
18_gourmet_neg_11	negative
18_gourmet_neg_12	negative
18_gourmet_neg_13	negative
18_gourmet_neg_14	negative
18_gourmet_neg_15	negative
18_gourmet_neg_16	negative
18_gourmet_neg_17	negative
18_gourmet_neg_18	negative
18_gourmet_neg_19	negative
18_gourmet_neg_20	negative
18_gourmet_neg_21	negative
18_gourmet_neg_22	negative
18_gourmet_neg_23	negative
18_gourmet_neg_24	negative
18_gourmet_neg_25	negative
18_gourmet_neg_26	negative
