6_cell_pos_1	positive	False	6_cell_pos_0	Two week review
6_cell_pos_2	positive	False	6_cell_pos_1	I got this phone to use as a phone
6_cell_pos_3	positive	False	6_cell_pos_2	and am very happy with it .
6_cell_pos_4	positive	False	6_cell_pos_3	I have had it about two weeks now so this is the early review .
6_cell_pos_5	positive	False	6_cell_pos_4	First , the qualifier .
6_cell_pos_6	positive	False	6_cell_pos_5	I have a nice canon camera
6_cell_pos_7	positive	False	6_cell_pos_6	and do n't want to use my phone
6_cell_pos_8	positive	False	6_cell_pos_7	to take pictures .
6_cell_pos_9	positive	False	6_cell_pos_8	I do n't want to use my phone
6_cell_pos_10	positive	False	6_cell_pos_9	to listen to music or surf the internet either ,
6_cell_pos_11	positive	False	6_cell_pos_10	I just want it to make and receive calls and maybe a text here and there .
6_cell_pos_12	negative	False	6_cell_pos_11	If you are one of those people
6_cell_pos_13	negative	False	6_cell_pos_12	that has a different agenda for your phone ,
6_cell_pos_14	negative	False	6_cell_pos_13	then this is probably not the phone for you .
6_cell_pos_15	positive	False	6_cell_pos_14	The Good
6_cell_pos_16	positive	False	6_cell_pos_15	Size is great .
6_cell_pos_17	positive	True	6_cell_pos_16	This phone is comparable to a Hershey bar in thickness and width ,
6_cell_pos_18	positive	False	6_cell_pos_17	but shorter .
6_cell_pos_19	positive	False	6_cell_pos_18	It fits in my pants or shirt pocket without feeling bulky .
6_cell_pos_20	positive	True	6_cell_pos_19	It makes a razr feel thick ,
6_cell_pos_21	positive	False	6_cell_pos_20	but I am guessing
6_cell_pos_22	positive	False	6_cell_pos_21	it is comparable to a slvr .
6_cell_pos_23	positive	False	6_cell_pos_22	The Slice has good sound quality for such a small phone .
6_cell_pos_24	positive	False	6_cell_pos_23	It also has good reception .
6_cell_pos_25	positive	True	6_cell_pos_24	Sprints network is not the best in my area ,
6_cell_pos_26	positive	False	6_cell_pos_25	but my slice has been able to connect
6_cell_pos_27	positive	False	6_cell_pos_26	wherever I am and maintains a strong connection even with 1 bar .
6_cell_pos_28	positive	False	6_cell_pos_27	When I was in the car , the road noise got too loud to hear ,
6_cell_pos_29	positive	False	6_cell_pos_28	but
6_cell_pos_30	positive	False	6_cell_pos_29	when I hit the speakerphone button
6_cell_pos_31	positive	False	6_cell_pos_30	I could hear fine ,
6_cell_pos_32	positive	False	6_cell_pos_31	and keep my hands on the wheel .
6_cell_pos_33	positive	False	6_cell_pos_32	Virgin is definitely the most affordable option if you are not planning to use the phone a lot .
6_cell_pos_34	positive	False	6_cell_pos_33	I expect to spend between $ 150 and $ 200 this first year ,
6_cell_pos_35	positive	False	6_cell_pos_34	including the $ 50 up front for the phone .
6_cell_pos_36	negative	False	6_cell_pos_35	The cheapest monthly plan on the big carriers would cost me at least 500 over a the same period with local taxes
6_cell_pos_37	negative	False	6_cell_pos_36	and fees included .
6_cell_pos_38	positive	True	6_cell_pos_37	Although I have n't tried them ,
6_cell_pos_39	positive	False	6_cell_pos_38	it looks like the monthly plans with Virgin are pretty reasonable too if I start
6_cell_pos_40	positive	False	6_cell_pos_39	getting into that kind of usage level .
6_cell_pos_41	positive	False	6_cell_pos_40	Many of the other Virgin phones look like toys .
6_cell_pos_42	positive	True	6_cell_pos_41	Although this ones name sounds like a toy and people under 18 recognize it ,
6_cell_pos_43	positive	False	6_cell_pos_42	it also looks like a real piece of equipment .
6_cell_pos_44	positive	False	6_cell_pos_43	As an older professional I am not embarrassed to plop this phone on the conference table in a meeting with the VP .
6_cell_pos_45	positive	False	6_cell_pos_44	-LRB- in vibrate mode of course -RRB-
6_cell_pos_46	positive	False	6_cell_pos_45	At the same time , my 12 year old is hoping
6_cell_pos_47	positive	False	6_cell_pos_46	I hate it
6_cell_pos_48	positive	False	6_cell_pos_47	and get another phone so he can have this one
6_cell_pos_49	positive	False	6_cell_pos_48	because it is so cool .
6_cell_pos_50	positive	False	6_cell_pos_49	The UI is well designed and easy to navigate except for the ridiculous menu .
6_cell_pos_51	negative	False	6_cell_pos_50	What were they smoking
6_cell_pos_52	negative	False	6_cell_pos_51	"when they decided to use a pig for "" my account , "" a dragon for "" messaging , """
6_cell_pos_53	negative	False	6_cell_pos_52	etc .
