9_cell_neg_2	0.25
9_cell_neg_3	0.001
9_cell_neg_4	0.001
9_cell_neg_5	0.001
9_cell_neg_6	0.25
9_cell_neg_7	0.125
9_cell_neg_8	0.75
9_cell_neg_9	0.001
9_cell_neg_10	0.375
9_cell_neg_11	0.001
9_cell_neg_12	0.001
9_cell_neg_13	0.125
9_cell_neg_14	0.001
9_cell_neg_15	0.1875
9_cell_neg_16	0.125
9_cell_neg_17	0.125
9_cell_neg_18	0.001
9_cell_neg_19	0.001
9_cell_neg_20	0.001
9_cell_neg_21	0.001
9_cell_neg_22	0.001
9_cell_neg_23	0.001
9_cell_neg_24	0.001
9_cell_neg_25	0.001
9_cell_neg_26	0.25
9_cell_neg_27	0.25
9_cell_neg_28	0.001
9_cell_neg_29	0.625
9_cell_neg_30	0.001
9_cell_neg_31	0.25
9_cell_neg_32	0.25
9_cell_neg_33	0.001
9_cell_neg_34	0.375
9_cell_neg_35	0.001
9_cell_neg_36	0.001
9_cell_neg_37	0.25
9_cell_neg_38	0.001
9_cell_neg_39	0.25
9_cell_neg_40	0.001
9_cell_neg_41	0.25
9_cell_neg_42	0.001
9_cell_neg_43	0.001
9_cell_neg_44	0.375
9_cell_neg_45	0.25
9_cell_neg_46	0.25
9_cell_neg_47	0.3333333333333333
9_cell_neg_48	0.25
9_cell_neg_49	0.25
9_cell_neg_50	0.001
9_cell_neg_51	0.001
9_cell_neg_52	0.001
9_cell_neg_53	0.25
9_cell_neg_54	0.001
9_cell_neg_55	0.001
9_cell_neg_56	0.125
9_cell_neg_57	0.001
9_cell_neg_58	0.001
9_cell_neg_59	0.001
9_cell_neg_60	0.5625
9_cell_neg_61	0.375
9_cell_neg_62	0.5625
9_cell_neg_63	0.001
9_cell_neg_64	0.001
9_cell_neg_65	0.001
9_cell_neg_66	0.3333333333333333
9_cell_neg_67	0.001
9_cell_neg_68	0.25
9_cell_neg_69	0.001
9_cell_neg_70	0.875
9_cell_neg_71	0.25
15_cell_pos_1	0.20833333333333331
15_cell_pos_2	0.4375
15_cell_pos_3	0.1875
15_cell_pos_4	0.001
15_cell_pos_5	0.001
15_cell_pos_6	0.001
15_cell_pos_7	0.625
15_cell_pos_8	0.28125
15_cell_pos_9	0.25
15_cell_pos_10	0.001
15_cell_pos_11	0.001
15_cell_pos_12	0.5
15_cell_pos_13	0.20833333333333331
15_cell_pos_14	0.125
15_cell_pos_15	0.001
15_cell_pos_16	0.3125
15_cell_pos_17	0.25
15_cell_pos_18	0.125
15_cell_pos_19	0.001
15_cell_pos_20	0.1875
15_cell_pos_21	0.25
15_cell_pos_22	0.001
15_cell_pos_23	0.001
15_cell_pos_24	0.25
15_cell_pos_25	0.001
15_cell_pos_26	0.25
15_cell_pos_27	0.001
15_cell_pos_28	0.25
15_cell_pos_29	0.001
15_cell_pos_30	0.5
15_cell_pos_31	0.5
15_cell_pos_32	0.2916666666666667
15_cell_pos_33	0.1875
15_cell_pos_34	0.001
15_cell_pos_35	0.001
15_cell_pos_36	0.5
15_cell_pos_37	0.001
15_cell_pos_38	0.125
15_cell_pos_39	0.001
15_cell_pos_40	0.3125
15_cell_pos_41	0.5
15_cell_pos_42	0.375
15_cell_pos_43	0.5
15_cell_pos_44	0.375
15_cell_pos_45	0.001
15_cell_pos_46	0.25
15_cell_pos_47	0.001
15_cell_pos_48	0.25
15_cell_pos_49	0.3333333333333333
15_cell_pos_50	0.625
15_cell_pos_51	0.25
15_cell_pos_52	0.001
15_cell_pos_53	0.25
15_cell_pos_54	0.001
15_cell_pos_55	0.001
15_cell_pos_56	0.001
15_cell_pos_57	0.25
15_cell_pos_58	0.375
15_cell_pos_59	0.001
15_cell_pos_60	0.5
15_cell_pos_61	0.001
15_cell_pos_62	0.001
15_cell_pos_63	0.25
15_cell_pos_64	0.2916666666666667
15_cell_pos_65	0.001
15_cell_pos_66	0.001
15_cell_pos_67	0.375
15_cell_pos_68	0.001
15_cell_pos_69	0.875
15_cell_pos_70	0.001
15_cell_pos_71	0.001
15_cell_pos_72	0.001
15_cell_pos_73	0.125
15_cell_pos_74	0.001
15_cell_pos_75	0.001
15_cell_pos_76	0.001
15_cell_pos_77	0.001
15_cell_pos_78	0.375
15_cell_pos_79	0.001
15_cell_pos_80	0.001
15_cell_pos_81	0.001
15_cell_pos_82	0.375
15_cell_pos_83	0.001
15_cell_pos_84	0.25
15_cell_pos_85	0.001
15_cell_pos_86	0.001
15_cell_pos_87	0.625
15_cell_pos_88	0.625
8_kitchen_pos_1	0.25
8_kitchen_pos_2	0.001
8_kitchen_pos_3	0.25
8_kitchen_pos_4	0.001
8_kitchen_pos_5	0.3125
8_kitchen_pos_6	0.25
8_kitchen_pos_7	0.375
8_kitchen_pos_8	0.1875
8_kitchen_pos_9	0.001
8_kitchen_pos_10	0.001
8_kitchen_pos_11	0.001
8_kitchen_pos_12	0.25
8_kitchen_pos_13	0.375
8_kitchen_pos_14	0.001
8_kitchen_pos_15	0.125
8_kitchen_pos_16	0.001
8_kitchen_pos_17	0.001
8_kitchen_pos_18	0.001
8_kitchen_pos_19	0.001
8_kitchen_pos_20	0.5
8_kitchen_pos_21	0.001
8_kitchen_pos_22	0.001
8_kitchen_pos_23	0.25
8_kitchen_pos_24	0.5
8_kitchen_pos_25	0.001
8_kitchen_pos_26	0.25
8_kitchen_pos_27	0.125
8_kitchen_pos_28	0.8125
8_kitchen_pos_29	0.625
8_kitchen_pos_30	0.001
8_kitchen_pos_31	0.25
8_kitchen_pos_32	0.001
8_kitchen_pos_33	0.001
8_kitchen_pos_34	0.001
8_kitchen_pos_35	0.25
8_kitchen_pos_36	0.375
8_kitchen_pos_37	0.001
8_kitchen_pos_38	0.375
8_kitchen_pos_39	0.001
8_kitchen_pos_40	0.001
8_kitchen_pos_41	0.001
8_kitchen_pos_42	0.001
8_kitchen_pos_43	0.001
8_kitchen_pos_44	0.125
8_kitchen_pos_45	0.25
8_kitchen_pos_46	0.001
8_kitchen_pos_47	0.001
8_kitchen_pos_48	0.25
8_kitchen_pos_49	0.5
8_kitchen_pos_50	0.125
8_kitchen_pos_51	0.001
8_kitchen_pos_52	0.001
8_kitchen_pos_53	0.25
8_kitchen_pos_54	0.001
8_kitchen_pos_55	0.25
8_kitchen_pos_56	0.001
8_kitchen_pos_57	0.001
8_kitchen_pos_58	0.25
8_kitchen_pos_59	0.125
8_kitchen_pos_60	0.001
8_kitchen_pos_61	0.375
8_kitchen_pos_62	0.001
8_kitchen_pos_63	0.001
8_kitchen_pos_64	0.001
8_kitchen_pos_65	0.001
8_kitchen_pos_66	0.001
8_kitchen_pos_67	0.001
8_kitchen_pos_68	0.125
8_kitchen_pos_69	0.001
8_kitchen_pos_70	0.001
8_kitchen_pos_71	0.625
11_kitchen_neg_1	0.125
11_kitchen_neg_2	0.375
11_kitchen_neg_3	0.001
11_kitchen_neg_4	0.1875
11_kitchen_neg_5	0.001
11_kitchen_neg_6	0.001
11_kitchen_neg_7	0.2916666666666667
11_kitchen_neg_8	0.001
11_kitchen_neg_9	0.125
11_kitchen_neg_10	0.001
11_kitchen_neg_11	0.625
11_kitchen_neg_12	0.125
11_kitchen_neg_13	0.125
11_kitchen_neg_14	0.25
11_kitchen_neg_15	0.001
11_kitchen_neg_16	0.3125
11_kitchen_neg_17	0.375
11_kitchen_neg_18	0.001
11_kitchen_neg_19	0.375
11_kitchen_neg_20	0.001
11_kitchen_neg_21	0.125
11_kitchen_neg_22	0.001
11_kitchen_neg_23	0.001
11_kitchen_neg_24	0.001
11_kitchen_neg_25	0.001
11_kitchen_neg_26	0.001
11_kitchen_neg_27	0.1875
11_kitchen_neg_28	0.001
11_kitchen_neg_29	0.001
11_kitchen_neg_30	0.625
11_kitchen_neg_31	0.001
11_kitchen_neg_32	0.001
11_kitchen_neg_33	0.25
11_kitchen_neg_34	0.125
11_kitchen_neg_35	0.001
11_kitchen_neg_36	0.001
11_kitchen_neg_37	0.25
11_kitchen_neg_38	0.2916666666666667
11_kitchen_neg_39	0.125
11_kitchen_neg_40	0.375
11_kitchen_neg_41	0.25
11_kitchen_neg_42	0.001
11_kitchen_neg_43	0.1875
11_kitchen_neg_44	0.001
11_kitchen_neg_45	0.001
11_kitchen_neg_46	0.5
11_kitchen_neg_47	0.001
11_kitchen_neg_48	0.125
11_kitchen_neg_49	0.28125
11_kitchen_neg_50	0.001
18_gourmet_pos_1	0.25
18_gourmet_pos_2	0.25
18_gourmet_pos_3	0.25
18_gourmet_pos_4	0.1875
18_gourmet_pos_5	0.375
18_gourmet_pos_6	0.001
18_gourmet_pos_7	0.001
18_gourmet_pos_8	0.125
18_gourmet_pos_9	0.001
18_gourmet_pos_10	0.001
18_gourmet_pos_11	0.20833333333333331
18_gourmet_pos_12	0.25
18_gourmet_pos_13	0.25
18_gourmet_pos_14	0.25
18_gourmet_pos_15	0.25
18_gourmet_pos_16	0.25
18_gourmet_pos_17	0.25
18_gourmet_pos_18	0.001
18_gourmet_pos_19	0.20833333333333331
18_gourmet_pos_20	0.16666666666666666
18_gourmet_pos_21	0.001
18_gourmet_pos_22	0.25
18_gourmet_pos_23	0.25
18_gourmet_pos_24	0.001
18_gourmet_pos_25	0.001
18_gourmet_pos_26	0.275
18_gourmet_pos_27	0.375
18_gourmet_pos_28	0.001
18_gourmet_pos_29	0.001
18_gourmet_pos_30	0.001
18_gourmet_pos_31	0.001
18_gourmet_pos_32	0.25
18_gourmet_pos_33	0.001
18_gourmet_pos_34	0.25
18_gourmet_pos_35	0.125
18_gourmet_pos_36	0.1875
18_gourmet_pos_37	0.125
18_gourmet_pos_38	0.001
18_gourmet_pos_39	0.001
18_gourmet_pos_40	0.25
18_gourmet_pos_41	0.001
18_gourmet_pos_42	0.1875
18_gourmet_pos_43	0.001
18_gourmet_pos_44	0.125
8_gourmet_neg_1	0.4583333333333333
8_gourmet_neg_2	0.25
8_gourmet_neg_3	0.20833333333333331
8_gourmet_neg_4	0.375
8_gourmet_neg_5	0.5
8_gourmet_neg_6	0.001
8_gourmet_neg_7	0.20833333333333331
8_gourmet_neg_8	0.001
8_gourmet_neg_9	0.125
8_gourmet_neg_10	0.001
8_gourmet_neg_11	0.001
8_gourmet_neg_12	0.001
8_gourmet_neg_13	0.1875
8_gourmet_neg_14	0.25
8_gourmet_neg_15	0.125
8_gourmet_neg_16	0.25
8_gourmet_neg_17	0.20833333333333331
2_cell_neg_1	0.001
2_cell_neg_2	0.001
2_cell_neg_3	0.3333333333333333
2_cell_neg_4	0.5
2_cell_neg_5	0.125
2_cell_neg_6	0.20833333333333331
2_cell_neg_7	0.001
2_cell_neg_8	0.25
2_cell_neg_9	0.25
2_cell_neg_10	0.5
2_cell_neg_11	0.001
2_cell_neg_12	0.001
2_cell_neg_13	0.25
2_cell_neg_14	0.5
2_cell_neg_15	0.25
2_cell_neg_16	0.001
2_cell_neg_17	0.34375
2_cell_neg_18	0.5
2_cell_neg_19	0.001
2_cell_neg_20	0.25
2_cell_neg_21	0.125
2_cell_neg_22	0.001
2_cell_neg_23	0.1875
2_cell_neg_24	0.375
2_cell_neg_25	0.001
2_cell_neg_26	0.001
2_cell_neg_27	0.25
2_cell_neg_28	0.001
2_cell_neg_29	0.001
2_cell_neg_30	0.001
2_cell_neg_31	0.001
2_cell_neg_32	0.25
2_cell_neg_33	0.001
2_cell_neg_34	0.375
2_cell_neg_35	0.001
2_cell_neg_36	0.25
2_cell_neg_37	0.5
2_cell_neg_38	0.001
2_cell_neg_39	0.125
2_cell_neg_40	0.125
2_cell_neg_41	0.125
2_cell_neg_42	0.4375
2_cell_neg_43	0.125
2_cell_neg_44	0.001
2_cell_neg_45	0.001
2_cell_neg_46	0.4375
2_cell_neg_47	0.001
2_cell_neg_48	0.001
2_cell_neg_49	0.001
2_cell_neg_50	0.40625
2_cell_neg_51	0.001
2_cell_neg_52	0.5
2_cell_neg_53	0.25
2_cell_neg_54	0.001
2_cell_neg_55	0.001
2_cell_neg_56	0.625
2_cell_neg_57	0.125
2_cell_neg_58	0.25
2_cell_neg_59	0.25
2_cell_neg_60	0.001
2_cell_neg_61	0.25
2_cell_neg_62	0.1875
2_cell_neg_63	0.25
2_cell_neg_64	0.001
2_cell_neg_65	0.1875
2_cell_neg_66	0.001
2_cell_neg_67	0.001
2_cell_neg_68	0.001
2_cell_neg_69	0.001
2_cell_neg_70	0.5
2_cell_neg_71	0.2916666666666667
2_cell_neg_72	0.4375
2_cell_neg_73	0.001
2_cell_neg_74	0.001
2_cell_neg_75	0.25
2_cell_neg_76	0.375
2_cell_neg_77	0.001
2_cell_neg_78	0.001
2_cell_neg_79	0.125
2_cell_neg_80	0.25
2_cell_neg_81	0.001
2_cell_neg_82	0.001
2_cell_neg_83	0.001
2_cell_neg_84	0.25
2_cell_neg_85	0.001
2_cell_neg_86	0.125
2_cell_neg_87	0.625
2_cell_neg_88	0.001
2_cell_neg_89	0.25
2_cell_neg_90	0.25
2_cell_neg_91	0.1875
2_cell_neg_92	0.125
2_cell_neg_93	0.125
2_cell_neg_94	0.3125
2_cell_neg_95	0.125
2_cell_neg_96	0.001
11_cell_pos_1	0.001
11_cell_pos_2	0.001
11_cell_pos_3	0.3125
11_cell_pos_4	0.001
11_cell_pos_5	0.25
11_cell_pos_6	0.4375
11_cell_pos_7	0.125
11_cell_pos_8	0.001
11_cell_pos_9	0.001
11_cell_pos_10	0.375
11_cell_pos_11	0.25
11_cell_pos_12	0.25
11_cell_pos_13	0.20833333333333331
11_cell_pos_14	0.25
11_cell_pos_15	0.25
11_cell_pos_16	0.3
11_cell_pos_17	0.001
11_cell_pos_18	0.2708333333333333
11_cell_pos_19	0.25
11_cell_pos_20	0.25
11_cell_pos_21	0.25
11_cell_pos_22	0.225
11_cell_pos_23	0.001
11_cell_pos_24	0.1875
11_cell_pos_25	0.001
11_cell_pos_26	0.25
11_cell_pos_27	0.25
11_cell_pos_28	0.5
11_cell_pos_29	0.40625
11_cell_pos_30	0.25
11_cell_pos_31	0.3333333333333333
11_cell_pos_32	0.25
11_cell_pos_33	0.25
11_cell_pos_34	0.4583333333333333
11_cell_pos_35	0.25
11_cell_pos_36	0.001
11_cell_pos_37	0.20833333333333331
11_cell_pos_38	0.25
11_cell_pos_39	0.25
11_cell_pos_40	0.125
11_cell_pos_41	0.001
11_cell_pos_42	0.25
11_cell_pos_43	0.001
11_cell_pos_44	0.001
11_cell_pos_45	0.25
11_cell_pos_46	0.3125
11_cell_pos_47	0.001
11_cell_pos_48	0.001
11_cell_pos_49	0.001
11_cell_pos_50	0.001
11_cell_pos_51	0.1875
11_cell_pos_52	0.001
11_cell_pos_53	0.25
11_cell_pos_54	0.1875
11_cell_pos_55	0.25
11_cell_pos_56	0.001
11_cell_pos_57	0.001
11_cell_pos_58	0.25
11_cell_pos_59	0.001
11_cell_pos_60	0.001
11_cell_pos_61	0.25
11_cell_pos_62	0.25
11_cell_pos_63	0.001
11_cell_pos_64	0.001
11_cell_pos_65	0.375
11_cell_pos_66	0.001
11_cell_pos_67	0.001
11_cell_pos_68	0.25
11_cell_pos_69	0.21875
11_cell_pos_70	0.3125
11_cell_pos_71	0.001
11_cell_pos_72	0.125
14_kitchen_pos_1	0.25
14_kitchen_pos_2	0.125
14_kitchen_pos_3	0.25
14_kitchen_pos_4	0.25
14_kitchen_pos_5	0.2916666666666667
14_kitchen_pos_6	0.3333333333333333
14_kitchen_pos_7	0.125
14_kitchen_pos_8	0.375
14_kitchen_pos_9	0.001
14_kitchen_pos_10	0.625
14_kitchen_pos_11	0.25
14_kitchen_pos_12	0.001
14_kitchen_pos_13	0.375
14_kitchen_pos_14	0.001
14_kitchen_pos_15	0.25
14_kitchen_pos_16	0.001
14_kitchen_pos_17	0.001
14_kitchen_pos_18	0.625
14_kitchen_pos_19	0.001
14_kitchen_pos_20	0.001
14_kitchen_pos_21	0.001
14_kitchen_pos_22	0.001
14_kitchen_pos_23	0.5
14_kitchen_pos_24	0.25
14_kitchen_pos_25	0.001
14_kitchen_pos_26	0.001
14_kitchen_pos_27	0.45
14_kitchen_pos_28	0.125
14_kitchen_pos_29	0.125
14_kitchen_pos_30	0.001
14_kitchen_pos_31	0.3333333333333333
14_kitchen_pos_32	0.1875
14_kitchen_pos_33	0.001
14_kitchen_pos_34	0.25
14_kitchen_pos_35	0.4375
16_kitchen_neg_1	0.125
16_kitchen_neg_2	0.001
16_kitchen_neg_3	0.20833333333333331
16_kitchen_neg_4	0.25
16_kitchen_neg_5	0.001
16_kitchen_neg_6	0.25
16_kitchen_neg_7	0.25
16_kitchen_neg_8	0.001
16_kitchen_neg_9	0.001
16_kitchen_neg_10	0.25
16_kitchen_neg_11	0.1875
16_kitchen_neg_12	0.125
16_kitchen_neg_13	0.25
16_kitchen_neg_14	0.25
16_kitchen_neg_15	0.5
16_kitchen_neg_16	0.2916666666666667
16_kitchen_neg_17	0.001
16_kitchen_neg_18	0.001
16_kitchen_neg_19	0.25
16_kitchen_neg_20	0.5
16_kitchen_neg_21	0.5625
16_kitchen_neg_22	0.25
16_kitchen_neg_23	0.001
16_kitchen_neg_24	0.001
16_kitchen_neg_25	0.001
16_kitchen_neg_26	0.25
16_kitchen_neg_27	0.001
16_kitchen_neg_28	0.001
16_kitchen_neg_29	0.001
16_kitchen_neg_30	0.25
16_kitchen_neg_31	0.001
16_kitchen_neg_32	0.25
16_kitchen_neg_33	0.375
16_kitchen_neg_34	0.001
